campaign_id,brand,campaign_name,start_date,end_date,channel,target_model,audience_segment,message_subject,message_body,impressions,clicks,opens,ctr,conversion_rate
CAMP-MAR-11527,Maruti,Grand Vitara Launch Campaign 37,2025-08-23,2025-09-17,Social Media,Grand Vitara,Gen Z,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-23 to 2025-09-17.,60355,2039,,0.0338,0.018
CAMP-MAR-11528,Maruti,WagonR Service Camp Campaign 32,2025-02-26,2025-04-23,Email,WagonR,Urban Families,Test drive the new WagonR today,Test drive the new WagonR today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-26 to 2025-04-23.,20410,765,1702,0.0375,0.056
CAMP-MAR-11529,Maruti,Brezza Test Drive Campaign 47,2024-03-25,2024-05-08,In-showroom,Brezza,Gen Z,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-25 to 2024-05-08.,57280,4095,,0.0715,0.005
CAMP-MAR-11530,Maruti,Baleno Finance Offer Campaign 49,2025-03-26,2025-04-02,Email,Baleno,Gen Z,Test drive the new Baleno today,Test drive the new Baleno today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-26 to 2025-04-02.,20928,634,1490,0.0303,0.029
CAMP-MAR-11531,Maruti,Grand Vitara Exchange Bonus Campaign 27,2025-02-23,2025-04-13,In-showroom,Grand Vitara,Eco-conscious Buyers,Upgrade to Grand Vitara — Special finance rates,Upgrade to Grand Vitara — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-23 to 2025-04-13.,27250,1932,,0.0709,0.073
CAMP-MAR-11532,Maruti,Ertiga Exchange Bonus Campaign 25,2024-11-25,2025-01-02,In-showroom,Ertiga,Affluent Buyers,Upgrade to Ertiga — Special finance rates,Upgrade to Ertiga — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-25 to 2025-01-02.,53392,4442,,0.0832,0.055
CAMP-MAR-11533,Maruti,Brezza Finance Offer Campaign 34,2024-10-23,2024-11-29,Search Ads,Brezza,Rural Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-23 to 2024-11-29.,39058,870,,0.0223,0.056
CAMP-MAR-11534,Maruti,Swift Festive Offer Campaign 16,2025-08-16,2025-09-13,Dealer,Swift,Tech-savvy Professionals,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-16 to 2025-09-13.,34371,2024,,0.0589,0.044
CAMP-MAR-11535,Maruti,Brezza Test Drive Campaign 27,2024-08-24,2024-09-22,TV,Brezza,Tech-savvy Professionals,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-24 to 2024-09-22.,48944,48,,0.001,0.044
CAMP-MAR-11536,Maruti,Fronx Test Drive Campaign 36,2024-03-15,2024-03-31,Display Ads,Fronx,Tech-savvy Professionals,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-15 to 2024-03-31.,37488,554,,0.0148,0.048
CAMP-MAR-11537,Maruti,Swift Festive Offer Campaign 29,2025-03-26,2025-04-09,Search Ads,Swift,Affluent Buyers,Swift: Feature-packed & family-friendly,Swift: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-26 to 2025-04-09.,7706,239,,0.031,0.082
CAMP-MAR-11538,Maruti,Dzire Festive Offer Campaign 19,2024-10-17,2024-11-20,Social Media,Dzire,Gen Z,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-17 to 2024-11-20.,23043,338,,0.0147,0.044
CAMP-MAR-11539,Maruti,Brezza Awareness Campaign 32,2024-09-16,2024-11-13,Social Media,Brezza,Gen Z,Save big on Brezza — Exchange bonus available,Save big on Brezza — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-16 to 2024-11-13.,47970,47,,0.001,0.02
CAMP-MAR-11540,Maruti,Brezza Test Drive Campaign 33,2024-05-22,2024-06-13,Social Media,Brezza,Rural Buyers,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-22 to 2024-06-13.,70163,1410,,0.0201,0.042
CAMP-MAR-11541,Maruti,Brezza Exchange Bonus Campaign 42,2024-09-28,2024-11-03,TV,Brezza,Urban Families,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-28 to 2024-11-03.,49426,622,,0.0126,0.079
CAMP-MAR-11542,Maruti,WagonR Service Camp Campaign 28,2025-08-23,2025-09-20,Display Ads,WagonR,Affluent Buyers,Drive home a WagonR with low EMI,Drive home a WagonR with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-23 to 2025-09-20.,22914,623,,0.0272,0.081
CAMP-MAR-11543,Maruti,Fronx Festive Offer Campaign 49,2025-02-21,2025-04-08,Social Media,Fronx,Gen Z,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-21 to 2025-04-08.,23052,262,,0.0114,0.028
CAMP-MAR-11544,Maruti,Alto Service Camp Campaign 44,2024-01-19,2024-02-20,In-showroom,Alto,Urban Families,Save big on Alto — Exchange bonus available,Save big on Alto — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-19 to 2024-02-20.,37062,2664,,0.0719,0.058
CAMP-MAR-11545,Maruti,Grand Vitara Exchange Bonus Campaign 50,2024-04-27,2024-06-19,In-showroom,Grand Vitara,Fleet Managers,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-27 to 2024-06-19.,52216,3347,,0.0641,0.104
CAMP-MAR-11546,Maruti,Fronx Service Camp Campaign 8,2025-03-22,2025-04-03,In-showroom,Fronx,Affluent Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-22 to 2025-04-03.,23042,1329,,0.0577,0.067
CAMP-MAR-11547,Maruti,Grand Vitara Service Camp Campaign 1,2025-06-09,2025-07-15,Dealer,Grand Vitara,Gen Z,Test drive the new Grand Vitara today,Test drive the new Grand Vitara today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-09 to 2025-07-15.,67351,4189,,0.0622,0.045
CAMP-MAR-11548,Maruti,Baleno Launch Campaign 30,2024-07-08,2024-07-24,Search Ads,Baleno,Rural Buyers,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-08 to 2024-07-24.,29832,1434,,0.0481,0.029
CAMP-MAR-11549,Maruti,Swift Discount Campaign 29,2024-04-16,2024-04-26,TV,Swift,Rural Buyers,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-16 to 2024-04-26.,14747,14,,0.0009,0.042
CAMP-MAR-11550,Maruti,Grand Vitara Discount Campaign 14,2024-07-02,2024-08-12,Dealer,Grand Vitara,Urban Families,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-02 to 2024-08-12.,59494,2623,,0.0441,0.084
CAMP-MAR-11551,Maruti,Brezza Exchange Bonus Campaign 45,2024-03-03,2024-04-02,Dealer,Brezza,Eco-conscious Buyers,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-03 to 2024-04-02.,49265,2197,,0.0446,0.043
CAMP-MAR-11552,Maruti,Baleno Launch Campaign 35,2025-06-14,2025-07-26,Search Ads,Baleno,Gen Z,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-14 to 2025-07-26.,18315,428,,0.0234,0.022
CAMP-MAR-11553,Maruti,Fronx Exchange Bonus Campaign 1,2024-07-23,2024-08-02,Email,Fronx,First-time Buyers,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-23 to 2024-08-02.,79308,4449,6662,0.0561,0.06
CAMP-MAR-11554,Maruti,Dzire Finance Offer Campaign 2,2024-08-12,2024-09-24,SMS,Dzire,Tech-savvy Professionals,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-12 to 2024-09-24.,26292,1304,,0.0496,0.038
CAMP-MAR-11555,Maruti,Brezza Test Drive Campaign 42,2024-03-27,2024-05-13,Dealer,Brezza,First-time Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-27 to 2024-05-13.,46910,2823,,0.0602,0.061
CAMP-MAR-11556,Maruti,Fronx Festive Offer Campaign 7,2025-01-11,2025-01-28,Social Media,Fronx,Gen Z,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-11 to 2025-01-28.,53514,1466,,0.0274,0.036
CAMP-MAR-11557,Maruti,Alto Launch Campaign 21,2024-08-15,2024-09-25,TV,Alto,Urban Families,Test drive the new Alto today,Test drive the new Alto today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-15 to 2024-09-25.,27848,186,,0.0067,0.046
CAMP-MAR-11558,Maruti,Fronx Exchange Bonus Campaign 11,2024-02-24,2024-04-23,Search Ads,Fronx,Eco-conscious Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-24 to 2024-04-23.,32092,452,,0.0141,0.044
CAMP-MAR-11559,Maruti,Brezza Awareness Campaign 44,2025-07-06,2025-09-03,Dealer,Brezza,Tech-savvy Professionals,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-06 to 2025-09-03.,19011,1422,,0.0748,0.056
CAMP-MAR-11560,Maruti,WagonR Finance Offer Campaign 9,2025-02-01,2025-03-03,Dealer,WagonR,Gen Z,Drive home a WagonR with low EMI,Drive home a WagonR with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-01 to 2025-03-03.,36404,2850,,0.0783,0.016
CAMP-MAR-11561,Maruti,Baleno Launch Campaign 28,2024-11-14,2025-01-13,Display Ads,Baleno,First-time Buyers,Drive home a Baleno with low EMI,Drive home a Baleno with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-14 to 2025-01-13.,32209,756,,0.0235,0.062
CAMP-MAR-11562,Maruti,WagonR Service Camp Campaign 49,2024-11-28,2024-12-11,Dealer,WagonR,Urban Families,Save big on WagonR — Exchange bonus available,Save big on WagonR — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-28 to 2024-12-11.,41108,1718,,0.0418,0.059
CAMP-MAR-11563,Maruti,Alto Service Camp Campaign 10,2024-08-19,2024-09-09,Dealer,Alto,Eco-conscious Buyers,Upgrade to Alto — Special finance rates,Upgrade to Alto — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-19 to 2024-09-09.,21256,1422,,0.0669,0.026
CAMP-MAR-11564,Maruti,Swift Awareness Campaign 45,2025-07-14,2025-08-26,Email,Swift,Tech-savvy Professionals,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-14 to 2025-08-26.,34590,1508,3550,0.0436,0.05
CAMP-MAR-11565,Maruti,Dzire Awareness Campaign 24,2025-06-23,2025-07-22,Dealer,Dzire,Urban Families,Drive home a Dzire with low EMI,Drive home a Dzire with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-23 to 2025-07-22.,19157,1362,,0.0711,0.052
CAMP-MAR-11566,Maruti,WagonR Service Camp Campaign 44,2025-04-12,2025-04-30,In-showroom,WagonR,Rural Buyers,Test drive the new WagonR today,Test drive the new WagonR today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-12 to 2025-04-30.,21914,2114,,0.0965,0.03
CAMP-MAR-11567,Maruti,Baleno Test Drive Campaign 7,2025-01-01,2025-02-26,Social Media,Baleno,Rural Buyers,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-01 to 2025-02-26.,12675,124,,0.0098,0.053
CAMP-MAR-11568,Maruti,Fronx Test Drive Campaign 39,2024-02-11,2024-03-13,Dealer,Fronx,First-time Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-11 to 2024-03-13.,24583,1873,,0.0762,0.04
CAMP-MAR-11569,Maruti,Fronx Festive Offer Campaign 17,2024-12-18,2024-12-28,In-showroom,Fronx,Gen Z,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-18 to 2024-12-28.,18701,1552,,0.083,0.016
CAMP-MAR-11570,Maruti,WagonR Launch Campaign 32,2024-08-23,2024-10-10,Social Media,WagonR,Urban Families,Exclusive offer on WagonR — Limited time!,Exclusive offer on WagonR — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-23 to 2024-10-10.,29291,363,,0.0124,0.074
CAMP-MAR-11571,Maruti,Ertiga Festive Offer Campaign 42,2024-11-07,2024-12-23,Display Ads,Ertiga,Urban Families,Save big on Ertiga — Exchange bonus available,Save big on Ertiga — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-07 to 2024-12-23.,58052,1091,,0.0188,0.067
CAMP-MAR-11572,Maruti,Swift Test Drive Campaign 7,2025-07-26,2025-08-04,Social Media,Swift,Rural Buyers,Drive home a Swift with low EMI,Drive home a Swift with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-26 to 2025-08-04.,25437,653,,0.0257,0.052
CAMP-MAR-11573,Maruti,Brezza Test Drive Campaign 49,2025-03-28,2025-04-08,Email,Brezza,Urban Families,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-28 to 2025-04-08.,53916,2205,6586,0.0409,0.064
CAMP-MAR-11574,Maruti,Brezza Test Drive Campaign 17,2024-01-15,2024-02-17,Email,Brezza,Fleet Managers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-15 to 2024-02-17.,44011,2191,3001,0.0498,0.087
CAMP-MAR-11575,Maruti,Grand Vitara Awareness Campaign 13,2024-10-31,2024-12-06,Dealer,Grand Vitara,Urban Families,Grand Vitara: Feature-packed & family-friendly,Grand Vitara: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-31 to 2024-12-06.,78054,4862,,0.0623,0.071
CAMP-MAR-11576,Maruti,WagonR Awareness Campaign 43,2025-02-09,2025-03-09,SMS,WagonR,Fleet Managers,Upgrade to WagonR — Special finance rates,Upgrade to WagonR — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-09 to 2025-03-09.,43229,2031,,0.047,0.094
CAMP-MAR-11577,Maruti,Ertiga Launch Campaign 32,2024-09-26,2024-10-07,In-showroom,Ertiga,Fleet Managers,Ertiga: Feature-packed & family-friendly,Ertiga: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-26 to 2024-10-07.,78906,6123,,0.0776,0.07
CAMP-MAR-11578,Maruti,Ertiga Service Camp Campaign 38,2024-11-16,2024-12-01,Dealer,Ertiga,Rural Buyers,Upgrade to Ertiga — Special finance rates,Upgrade to Ertiga — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-16 to 2024-12-01.,42961,3359,,0.0782,0.034
CAMP-MAR-11579,Maruti,Alto Launch Campaign 28,2024-04-02,2024-05-21,Social Media,Alto,Tech-savvy Professionals,Save big on Alto — Exchange bonus available,Save big on Alto — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-02 to 2024-05-21.,10724,82,,0.0076,0.032
CAMP-MAR-11580,Maruti,Baleno Awareness Campaign 1,2025-05-06,2025-06-07,Email,Baleno,Rural Buyers,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-06 to 2025-06-07.,17160,1094,1373,0.0638,0.024
CAMP-MAR-11581,Maruti,Fronx Service Camp Campaign 24,2024-05-17,2024-06-30,In-showroom,Fronx,Gen Z,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-17 to 2024-06-30.,51977,4823,,0.0928,0.049
CAMP-MAR-11582,Maruti,Fronx Test Drive Campaign 3,2024-03-13,2024-05-05,Dealer,Fronx,Urban Families,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-13 to 2024-05-05.,48132,2305,,0.0479,0.051
CAMP-MAR-11583,Maruti,Fronx Launch Campaign 10,2025-08-20,2025-10-08,Social Media,Fronx,Fleet Managers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-20 to 2025-10-08.,48667,403,,0.0083,0.079
CAMP-MAR-11584,Maruti,Baleno Finance Offer Campaign 28,2024-06-26,2024-08-12,In-showroom,Baleno,Urban Families,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-26 to 2024-08-12.,28096,1739,,0.0619,0.054
